177,195,231,249,72,100
177,195,231,249,73,100
177,195,231,249,74,100
177,195,231,254,72,100
177,195,231,254,73,100
177,195,231,254,74,100
177,195,231,259,72,0.40061
177,195,231,259,73,0.39696
177,195,231,259,74,0.39351
177,195,236,249,72,100
177,195,236,249,73,100
177,195,236,249,74,100
177,195,236,254,72,100
177,195,236,254,73,100
177,195,236,254,74,100
177,195,236,259,72,0.40689
177,195,236,259,73,0.40292
177,195,236,259,74,0.39913
177,195,241,249,72,100
177,195,241,249,73,100
177,195,241,249,74,100
177,195,241,254,72,0.41083
177,195,241,254,73,0.40627
177,195,241,254,74,100
177,195,241,259,72,0.41387
177,195,241,259,73,0.40961
177,195,241,259,74,0.40551
177,200,231,249,72,100
177,200,231,249,73,100
177,200,231,249,74,100
177,200,231,254,72,100
177,200,231,254,73,100
177,200,231,254,74,100
177,200,231,259,72,0.40388
177,200,231,259,73,0.40013
177,200,231,259,74,0.3965
177,200,236,249,72,100
177,200,236,249,73,100
177,200,236,249,74,100
177,200,236,254,72,0.40704
177,200,236,254,73,100
177,200,236,254,74,100
177,200,236,259,72,0.41056
177,200,236,259,73,0.40647
177,200,236,259,74,0.40255
177,200,241,249,72,100
177,200,241,249,73,100
177,200,241,249,74,100
177,200,241,254,72,0.41548
177,200,241,254,73,0.41078
177,200,241,254,74,0.40629
177,200,241,259,72,0.41793
177,200,241,259,73,0.41351
177,200,241,259,74,0.4093
177,205,231,249,72,100
177,205,231,249,73,100
177,205,231,249,74,100
177,205,231,254,72,100
177,205,231,254,73,100
177,205,231,254,74,100
177,205,231,259,72,0.40734
177,205,231,259,73,0.40342
177,205,231,259,74,0.3997
177,205,236,249,72,100
177,205,236,249,73,100
177,205,236,249,74,100
177,205,236,254,72,0.41143
177,205,236,254,73,0.40697
177,205,236,254,74,100
177,205,236,259,72,0.41442
177,205,236,259,73,0.41017
177,205,236,259,74,0.40612
177,205,241,249,72,100
177,205,241,249,73,100
177,205,241,249,74,100
177,205,241,254,72,0.42032
177,205,241,254,73,0.41549
177,205,241,254,74,0.41083
177,205,241,259,72,0.4221
177,205,241,259,73,0.41764
177,205,241,259,74,0.41324
182,195,231,249,72,100
182,195,231,249,73,100
182,195,231,249,74,100
182,195,231,254,72,100
182,195,231,254,73,100
182,195,231,254,74,100
182,195,231,259,72,0.40426
182,195,231,259,73,0.40055
182,195,231,259,74,0.39696
182,195,236,249,72,100
182,195,236,249,73,100
182,195,236,249,74,100
182,195,236,254,72,0.40752
182,195,236,254,73,100
182,195,236,254,74,100
182,195,236,259,72,0.41093
182,195,236,259,73,0.40689
182,195,236,259,74,0.40304
182,195,241,249,72,100
182,195,241,249,73,100
182,195,241,249,74,100
182,195,241,254,72,0.41599
182,195,241,254,73,0.41134
182,195,241,254,74,0.40691
182,195,241,259,72,0.4184
182,195,241,259,73,0.41404
182,195,241,259,74,0.40987
182,200,231,249,72,100
182,200,231,249,73,100
182,200,231,249,74,100
182,200,231,254,72,100
182,200,231,254,73,100
182,200,231,254,74,100
182,200,231,259,72,0.40774
182,200,231,259,73,0.4039
182,200,231,259,74,0.40018
182,200,236,249,72,100
182,200,236,249,73,100
182,200,236,249,74,100
182,200,236,254,72,0.41197
182,200,236,254,73,0.40751
182,200,236,254,74,100
182,200,236,259,72,0.41485
182,200,236,259,73,0.41069
182,200,236,259,74,0.40664
182,200,241,249,72,100
182,200,241,249,73,100
182,200,241,249,74,100
182,200,241,254,72,0.4209
182,200,241,254,73,0.41612
182,200,241,254,74,0.41151
182,200,241,259,72,0.42258
182,200,241,259,73,0.41813
182,200,241,259,74,0.41383
182,205,231,249,72,100
182,205,231,249,73,100
182,205,231,249,74,100
182,205,231,254,72,0.40811
182,205,231,254,73,100
182,205,231,254,74,100
182,205,231,259,72,0.41144
182,205,231,259,73,0.40745
182,205,231,259,74,0.40364
182,205,236,249,72,100
182,205,236,249,73,100
182,205,236,249,74,100
182,205,236,254,72,0.41659
182,205,236,254,73,0.41205
182,205,236,254,74,0.4077
182,205,236,259,72,0.41889
182,205,236,259,73,0.41459
182,205,236,259,74,0.41048
182,205,241,249,72,100
182,205,241,249,73,100
182,205,241,249,74,100
182,205,241,254,72,0.42604
182,205,241,254,73,0.42109
182,205,241,254,74,0.41637
182,205,241,259,72,0.42688
182,205,241,259,73,0.42235
182,205,241,259,74,0.4179
187,195,231,249,72,100
187,195,231,249,73,100
187,195,231,249,74,100
187,195,231,254,72,100
187,195,231,254,73,100
187,195,231,254,74,100
187,195,231,259,72,0.40818
187,195,231,259,73,0.40434
187,195,231,259,74,0.40066
187,195,236,249,72,100
187,195,236,249,73,100
187,195,236,249,74,100
187,195,236,254,72,0.41243
187,195,236,254,73,0.40806
187,195,236,254,74,100
187,195,236,259,72,0.41527
187,195,236,259,73,0.41116
187,195,236,259,74,0.4072
187,195,241,249,72,100
187,195,241,249,73,100
187,195,241,249,74,100
187,195,241,254,72,0.42147
187,195,241,254,73,0.41676
187,195,241,254,74,0.4122
187,195,241,259,72,0.42306
187,195,241,259,73,0.41867
187,195,241,259,74,0.41442
187,200,231,249,72,100
187,200,231,249,73,100
187,200,231,249,74,100
187,200,231,254,72,0.40854
187,200,231,254,73,100
187,200,231,254,74,100
187,200,231,259,72,0.4119
187,200,231,259,73,0.40795
187,200,231,259,74,0.40414
187,200,236,249,72,100
187,200,236,249,73,100
187,200,236,249,74,100
187,200,236,254,72,0.41715
187,200,236,254,73,0.41266
187,200,236,254,74,0.40837
187,200,236,259,72,0.41937
187,200,236,259,73,0.41512
187,200,236,259,74,0.41106
187,200,241,249,72,100
187,200,241,249,73,100
187,200,241,249,74,100
187,200,241,254,72,0.42661
187,200,241,254,73,0.42177
187,200,241,254,74,0.41707
187,200,241,259,72,0.42734
187,200,241,259,73,0.42284
187,200,241,259,74,0.41853
187,205,231,249,72,100
187,205,231,249,73,100
187,205,231,249,74,100
187,205,231,254,72,0.41303
187,205,231,254,73,0.40876
187,205,231,254,74,0.40464
187,205,231,259,72,0.41578
187,205,231,259,73,0.41176
187,205,231,259,74,0.4078
187,205,236,249,72,100
187,205,236,249,73,100
187,205,236,249,74,100
187,205,236,254,72,0.42206
187,205,236,254,73,0.41742
187,205,236,254,74,0.41298
187,205,236,259,72,0.42355
187,205,236,259,73,0.4192
187,205,236,259,74,0.41502
187,205,241,249,72,100
187,205,241,249,73,100
187,205,241,249,74,100
187,205,241,254,72,0.43168
187,205,241,254,73,0.4268
187,205,241,254,74,0.42207
187,205,241,259,72,0.43145
187,205,241,259,73,0.42696
187,205,241,259,74,0.42259
175.33,193.33,229.33,257.33,73.667,0.38945
175.33,193.33,229.33,257.33,74,0.38838
175.33,193.33,229.33,257.33,74.333,0.38732
175.33,193.33,229.33,259,73.667,0.39098
175.33,193.33,229.33,259,74,0.38991
175.33,193.33,229.33,259,74.333,0.38889
175.33,193.33,229.33,260.67,73.667,0.39234
175.33,193.33,229.33,260.67,74,0.3913
175.33,193.33,229.33,260.67,74.333,0.39028
175.33,193.33,231,257.33,73.667,0.39114
175.33,193.33,231,257.33,74,0.39004
175.33,193.33,231,257.33,74.333,0.38898
175.33,193.33,231,259,73.667,0.39263
175.33,193.33,231,259,74,0.39157
175.33,193.33,231,259,74.333,0.39045
175.33,193.33,231,260.67,73.667,0.39395
175.33,193.33,231,260.67,74,0.39289
175.33,193.33,231,260.67,74.333,0.39184
175.33,193.33,232.67,257.33,73.667,0.3929
175.33,193.33,232.67,257.33,74,0.39177
175.33,193.33,232.67,257.33,74.333,0.39068
175.33,193.33,232.67,259,73.667,0.39439
175.33,193.33,232.67,259,74,0.39325
175.33,193.33,232.67,259,74.333,0.39214
175.33,193.33,232.67,260.67,73.667,0.39566
175.33,193.33,232.67,260.67,74,0.39453
175.33,193.33,232.67,260.67,74.333,0.39345
175.33,195,229.33,257.33,73.667,0.39036
175.33,195,229.33,257.33,74,0.38927
175.33,195,229.33,257.33,74.333,0.38823
175.33,195,229.33,259,73.667,0.39188
175.33,195,229.33,259,74,0.3908
175.33,195,229.33,259,74.333,0.38973
175.33,195,229.33,260.67,73.667,0.39324
175.33,195,229.33,260.67,74,0.39212
175.33,195,229.33,260.67,74.333,0.39112
175.33,195,231,257.33,73.667,0.39209
175.33,195,231,257.33,74,0.39097
175.33,195,231,257.33,74.333,0.3899
175.33,195,231,259,73.667,0.39357
175.33,195,231,259,74,0.39246
175.33,195,231,259,74.333,0.39135
175.33,195,231,260.67,73.667,0.39488
175.33,195,231,260.67,74,0.39377
175.33,195,231,260.67,74.333,0.39271
175.33,195,232.67,257.33,73.667,0.39396
175.33,195,232.67,257.33,74,0.39281
175.33,195,232.67,257.33,74.333,0.39163
175.33,195,232.67,259,73.667,0.39536
175.33,195,232.67,259,74,0.39422
175.33,195,232.67,259,74.333,0.39305
175.33,195,232.67,260.67,73.667,0.39659
175.33,195,232.67,260.67,74,0.39545
175.33,195,232.67,260.67,74.333,0.39435
175.33,196.67,229.33,257.33,73.667,0.39129
175.33,196.67,229.33,257.33,74,0.39018
175.33,196.67,229.33,257.33,74.333,0.38912
175.33,196.67,229.33,259,73.667,0.39278
175.33,196.67,229.33,259,74,0.39171
175.33,196.67,229.33,259,74.333,0.39059
175.33,196.67,229.33,260.67,73.667,0.39412
175.33,196.67,229.33,260.67,74,0.39303
175.33,196.67,229.33,260.67,74.333,0.39198
175.33,196.67,231,257.33,73.667,0.39309
175.33,196.67,231,257.33,74,0.39195
175.33,196.67,231,257.33,74.333,0.39083
175.33,196.67,231,259,73.667,0.39454
175.33,196.67,231,259,74,0.3934
175.33,196.67,231,259,74.333,0.39228
175.33,196.67,231,260.67,73.667,0.3958
175.33,196.67,231,260.67,74,0.39471
175.33,196.67,231,260.67,74.333,0.3936
175.33,196.67,232.67,257.33,73.667,0.39496
175.33,196.67,232.67,257.33,74,0.39379
175.33,196.67,232.67,257.33,74.333,0.39264
175.33,196.67,232.67,259,73.667,0.39636
175.33,196.67,232.67,259,74,0.3952
175.33,196.67,232.67,259,74.333,0.39401
175.33,196.67,232.67,260.67,73.667,0.39758
175.33,196.67,232.67,260.67,74,0.39642
175.33,196.67,232.67,260.67,74.333,0.39528
177,193.33,229.33,257.33,73.667,0.39049
177,193.33,229.33,257.33,74,0.3894
177,193.33,229.33,257.33,74.333,0.38836
177,193.33,229.33,259,73.667,0.39199
177,193.33,229.33,259,74,0.39093
177,193.33,229.33,259,74.333,0.38986
177,193.33,229.33,260.67,73.667,0.39334
177,193.33,229.33,260.67,74,0.39229
177,193.33,229.33,260.67,74.333,0.39122
177,193.33,231,257.33,73.667,0.39223
177,193.33,231,257.33,74,0.39114
177,193.33,231,257.33,74.333,0.39
177,193.33,231,259,73.667,0.39368
177,193.33,231,259,74,0.3926
177,193.33,231,259,74.333,0.39153
177,193.33,231,260.67,73.667,0.39502
177,193.33,231,260.67,74,0.39391
177,193.33,231,260.67,74.333,0.39281
177,193.33,232.67,257.33,73.667,0.39407
177,193.33,232.67,257.33,74,0.39292
177,193.33,232.67,257.33,74.333,0.39178
177,193.33,232.67,259,73.667,0.39547
177,193.33,232.67,259,74,0.39432
177,193.33,232.67,259,74.333,0.39323
177,193.33,232.67,260.67,73.667,0.39673
177,193.33,232.67,260.67,74,0.39563
177,193.33,232.67,260.67,74.333,0.3945
177,195,229.33,257.33,73.667,0.39142
177,195,229.33,257.33,74,0.39035
177,195,229.33,257.33,74.333,0.38926
177,195,229.33,259,73.667,0.39291
177,195,229.33,259,74,0.39181
177,195,229.33,259,74.333,0.39076
177,195,229.33,260.67,73.667,0.39423
177,195,229.33,260.67,74,0.39316
177,195,229.33,260.67,74.333,0.39208
177,195,231,257.33,73.667,0.39323
177,195,231,257.33,74,0.39209
177,195,231,257.33,74.333,0.39101
177,195,231,259,73.667,0.39464
177,195,231,259,74,0.39351
177,195,231,259,74.333,0.39242
177,195,231,260.67,73.667,0.39594
177,195,231,260.67,74,0.39482
177,195,231,260.67,74.333,0.3937
177,195,232.67,257.33,73.667,0.39511
177,195,232.67,257.33,74,0.39394
177,195,232.67,257.33,74.333,0.39279
177,195,232.67,259,73.667,0.39647
177,195,232.67,259,74,0.39531
177,195,232.67,259,74.333,0.39419
177,195,232.67,260.67,73.667,0.39772
177,195,232.67,260.67,74,0.39656
177,195,232.67,260.67,74.333,0.39542
177,196.67,229.33,257.33,73.667,0.39238
177,196.67,229.33,257.33,74,0.39129
177,196.67,229.33,257.33,74.333,0.39021
177,196.67,229.33,259,73.667,0.39386
177,196.67,229.33,259,74,0.39274
177,196.67,229.33,259,74.333,0.39167
177,196.67,229.33,260.67,73.667,0.39513
177,196.67,229.33,260.67,74,0.39405
177,196.67,229.33,260.67,74.333,0.39299
177,196.67,231,257.33,73.667,0.39422
177,196.67,231,257.33,74,0.39307
